,Description,Job Title,Position Level,Qualifications,Aprobado
29,"- Ejecutar el mantenimiento de las instalaciones de la Planta y Administración (máquinas o equipos  de producción, servicios administrativos) a fin de mantenerlos en condiciones operativas y alcanzar los objetivos de disponibilidad, MTBF y MTTR establecidos.			
- Controlar la correcta ejecución de los documentos del sistema de calidad en lo concerniente al mantenimiento, gestionando la información para lograr los objetivos del área.			
- Mantener actualizados los backup de los PLCs, HMI y Driver de equipos críticos.			
- Definir concretamente los estándares de calidad para las fabricaciones, repuestos y actividades de mantenimiento.		
- Controlar y gestionar los gastos/horas extras cumpliendo con el presupuesto asignado.		
- Asegurar archivo, conservación y disponibilidad de la documentación del sistema de calidad asignados bajo su responsabilidad.
- Gestionar e implementar acciones de mejora continua en los pedidos de producción.",Coordinador de Mantenimiento,Profesional especializado,"- Experiencia mínima de 3 años desempeñando funciones similares con continuidad laboral mayor a 2 años, de preferencia en empresas del sector Metalmecánica, Construcción y/o Industrial.
- Diplomado en Gerencia de Mantenimiento (deseable).
- Inglés intermedio (hablado y escrito).
- Ms. Office  Intermedio.
- Autocad intermedio.",A
30,"Supervisar obras generales de agua potable o alcantarillado.
laborar en Líneas Principales, Línea de Conducción, Línea de Impulsión, Línea de Aducción, Troncales Estratégicas, Red Matriz, Colectores Primarios, Colectores Principales.
Ejecutar Redes secundarias de agua potable y/o alcantarillado incluye conexiones domiciliarias.",Ing. Especialista en Sistema de Automatización Y/O Scada– Código B008,Profesional especializado,"Experiencia mínima de TRES AÑOS A PARTIR DE SU FECHA DE COLEGIATURA en los siguientes labores:
Como Especialista en Automatización y/o SCADA en la ejecución y/o supervisión de obras generales de agua potable o alcantarillado que incluyan uno o más de los siguientes tipos de obras: Cisterna, Reservorio Apoyado, Reservorio Elevado, Cámara de Rebombeo de Agua Potable, Cámara de Rebombeo de Desagüe, Pozos.
Haber laborado en Líneas Principales, Línea de Conducción, Línea de Impulsión, Línea de Aducción, Troncales Estratégicas, Red Matriz, Colectores Primarios, Colectores Principales.
Ejecución de Redes secundarias de agua potable y/o alcantarillado incluye conexiones domiciliarias.
Solo Se Considerara A Los Que Presenten Constancias De Colegiatura, Estudios, Y Acreditaciones De Experiencia Laboral Describiendo La Actividad  Desarrollada.",A
31,"Administración de Sistemas Operativos Vmware, Linux, Windows, incluyendo sus servicios de Directorio y el Control de Acceso a las redes (NAC).
Seguridad en Tecnologías de la Información (Cybersecurity).
Desarrollo de Planes de Contingencia y de Recuperación ante Desastres de la plataforma IT.",Analista Junior de Administración de Sistemas,Analista,,D
32,"- El postulante manejara cuentas importantes de Empresas Industriales en donde se encargara de promover soluciones electrónicas y mecatrónicas  que estas necesiten. 
- Prepará propuestas, ejecutará y supervisara los proyectos.",Asesor de Proyectos,Practicante,,A
33,"La Universidad Tecnológica del Perú, que forma parte del Grupo Intercorp, se encuentra en la búsqueda del mejor talento para ocupar la posición de “Coordinador Académico de Mecatrónica”, a continuación los detalles:

Funciones: 
- Desarrollar el plan de horario de docentes y determinar el número de secciones por curso, así como publicar los horarios en los paneles.
- Realizar el seguimiento a los procesos de matrícula 
- Realizar la convalidación de cursos de traslados internos y externos.
- Realizar la evaluación académica de docentes de la línea de cursos a su cargo.
- Coordinar los jurados para la sustentación de Tesis.
- Participar en las actividades de Calidad Educativa, talleres de capacitación, entre otros.
- Apoyar a los Directores de Carrera o de Área en las funciones académicas y administrativas que le encomienden: coordinación de cursos, atención a alumnos, talleres vivenciales.
- Elaborar los sílabos de los  cursos a su cargo, en coordinación con su Director de Escuela o Director de Área y con el aporte de los profesores del curso.
- Proponer al Director de Carrera o Director de Área los profesores de cada curso.
- Verificar las evaluaciones con el aporte de sus profesores, y corregir los originales de las mismas antes que sean impresos.
- Recibir los requerimientos de los profesores y darlos a conocer a su Director de Carrera o Director de Área para el trámite respectivo.",Coordinador de Mecatrónica,Otros,"- Titulado en Ingeniería Mecatrónica, Informática o afines.
- Diplomado/Maestría de Especialización en Docencia Universitaria, en Ingeniería Mecatrónica o cursos en Gestión de Infraestructura de TI  (deseable mas no indispensable).
- Nivel intermedio en Inglés y Ms Office
- Manejo de software especializado de ingeniería (AutoCAD, MatLAB, otros)
- Experiencia como docente y 1 año como mínimo realizando funciones similares",A
34,"Pruebas y Validaciones de las Soluciones de Movilidad Empresarial.
Demostraciones y presentaciones en Clientes.
Homologación de Equipos y Soluciones de Movilidad, que incluye HW (Smartphones y tablets de diferentes fabricantes) y soluciones EMM (Airwatch, Mobile Iron, etc).",Practicante de Ingenieria de Soluciones de Movilidad,Practicante,"Conocimientos de Movilidad Empresarial.
Conocimiento de Soluciones Cloud.
Conocimiento de Smartphone, Tabletas.
EMM, Samsung KNOX, y similares.",A
35,"•	Apoyo en la ejecución de mantenimiento de equipo preventivo biomédico.
•	Apoyo en la ejecución de mantenimiento correctivo.
•	Apoyo en la revisión de equipos nuevos.
•	Apoyo en la ejecución de mantenimiento preventivo del equipo biomédico en las instalaciones de BBraun Ate.",Practicante de Servicio Técnico,Practicante,•	Contar con experiencia mínima de 6 meses en funciones similares (deseable).,A
36,"Recibir entrenamiento para conocer la Operación y Mantenimiento de una Planta de Generación Eléctrica de Ciclo Combinado. 
Brindar soporte a los equipos a los que vayan a ser asignados (operaciones o mantenimiento).
Participar de proyectos de mejora en planta.",Practicante de Planeamiento y Confiabilidad,Practicante,"Disponibilidad para realizar prácticas profesionales por 12 meses.
Disponibilidad para trabajar en central térmica localizada en Chilca. La empresa cubre los traslados.
Manejo de office a nivel usuario.
Conocimiento de inglés a nivel intermedio (deseable).
Deseable contar con experiencia de al menos 6 meses en empresas de generación de energía o industrias.",A
37,"- Realizar la administración de la arquitectura de sistemas de la organización.
- Mantener actualizada la configuración de replicación de datos / respaldo remoto de la organización.
- Realizar la administración de servidores UNIX.
- Realizar la administración de servidores AS/400.
- Realizar la administración de servidores Blade (VmWare). 
- Realizar la administración del Active Directory y Microsoft Exchange. 
- Realizar la administración de BD Oracle, MS SQL Server, Informix.",Arquitecto de Soporte de Sistemas,Otros,,D
38,"Por encargo de empresa transnacional de transmisión de energía:
Encargado de la integración de soluciones de software con las soluciones del negocio, encargado de la arquitectura de datos y aplicaciones integrado con la arquitectura empresarial. 
Basa su gestión en la aplicación de mejores prácticas como gestión estratégica del servicio, conocimiento del cliente, desarrollo de proyectos de software, gestión de proveedores, gestión de innovación tecnológica.
Debe asegurar que la empresa cuente con el portafolio de soluciones de sw suficiente para cumplir con los objetivos empresariales.

FUNCIONES:
-	Encargado de gestionar la demanda de los clientes internos en cuanto a soluciones de sw para el negocio. La demanda involucra soluciones SAP, no SAP (Microsoft), aplicativos móviles y en general las distintas plataformas que la empresa tenga.
-	Encargado de administrar la arquitectura de datos y aplicaciones integrada a la arquitectura empresarial.
-	Encargado de administrar el portafolio de soluciones SAP.
-	Encargado de garantizar la asimilación de las soluciones de sw por parte de los usuarios.
-	Encargado de promover cambios sustanciales en la empresa que brinden agilidad a partir de la aplicación de la tecnología y la innovación.
-	Gestionar el portafolio de soluciones de sw.
-	Gestionar proyectos.
-	Promover la innovación tecnológica.",Especialista de Soluciones de Software,Profesional especializado,"Experiencia en Arquitectura Empresarial, Gerenciamiento de proyectos de T.I, e proyectos con ERP SAP, productos Microsoft y aplicaciones móviles.
Impulsar la tecnología como habilitador y promotor de cambios sustanciales necesarios para la empresa (innovación y mejora continua).
Experiencia en implementación de cambios en los procesos de TI.
Gestión de proyectos con tecnología SAP, Microsoft (Sharepoint, .Net), Móviles.
Estándares: CMMI, PMI, ITIL.",D
39,"Gestionar los requisitos no funcionales y definir la arquitectura de software, seleccionar la tecnología a fin de propiciar la mejora continua de la arquitectura y asegurar la calidad.
Brindar soporte técnico a los distintos proyectos informáticos de Osinergmin desde su concepción para el desarrollo y despliegue de aplicaciones con el fin de optimizar los recursos con los que cuenta la organización.
Participar de la etapa del diseño de aplicaciones con el fin de implementar una arquitectura de sistemas homogénea, escalable, estable a largo plazo y fácilmente operable.
Proponer nuevas tecnologías a implementar como herramientas para el desarrollo y soporte operativo de las aplicaciones con el fin de ir actualizando los sistemas de información a las nuevas tecnologías que el mercado va implementado y migrando.
Validar que los diseños y arquitecturas propuestas por personal interno o externo a Osinergmin estén alineados a los estándares definidos por el área con el fin de mantener la arquitectura de sistemas de la organización dentro de lo establecido.
Optimizar la gestión de la arquitectura de software de las aplicaciones informáticas a través de la consolidación, baja por obsolescencia y estandarización con el fin de hacer más eficiente el uso, administración y operación de las mismas.
Participar en la formulación del plan operativo y presupuesto del área a fin de conseguir el mejor planteamiento de escenario que sirva a Osinergmin en relación a las responsabilidades a su cargo.",ARQUITECTO DE SOFTWARE,Profesional especializado,"No menor de cinco (05) años de experiencia general en entidades públicas o privadas.
No menor de tres (03)  años de experiencia específica en puestos y/o funciones equivalentes, desde el nivel
Analista o su equivalente.
Curso no menor a 12 horas de Ingeniería de Software o curso de Arquitectura de Aplicaciones o CMMI o Ciclo de Vida de Desarrollo de Software.
Conocimientos de UML, J2EE, .NET, SOA, Base de Datos, Framework de arquitectura, BPMS.",D
